pitcher,game_date,BF,SO,BBA,HA,Outs,opp_team,season_year,opp_k_pct,Target_SO_Over_4_5,Target_Outs_Over_15_5,Target_HA_Over_4_5,Target_BBA_Over_1_5,rolling_5_BF,rolling_5_BBA,rolling_5_HA,rolling_5_Outs,rolling_3_SO,rolling_5_SO,rolling_10_SO,K_pct,rolling_3_K_pct,rolling_5_K_pct,rolling_10_K_pct
605397,2023-07-04,23,11,1,3,19,LAA,2023,0.2564,1,1,0,0,23.6,0.8,6.0,16.4,4.666666666666667,5.4,5.2,0.4782608695652174,0.18786902844873857,0.23272141706924315,0.22251559068950372
605397,2023-07-09,19,7,0,3,12,NYM,2023,0.2263,1,0,0,0,24.2,0.8,5.8,17.2,8.0,6.0,5.8,0.3684210526315789,0.33279656468062263,0.24837359098228662,0.24534167764602546
605397,2023-07-18,23,7,1,5,16,TOR,2023,0.2174,1,1,1,0,23.0,0.6,5.0,16.2,8.0,6.4,6.0,0.30434782608695654,0.3691838291380625,0.28205780150860243,0.26366526439066484
605397,2023-07-23,23,6,1,7,15,DET,2023,0.2503,1,0,1,0,23.0,0.6,4.8,16.6,8.333333333333334,7.6,6.1,0.2608695652173913,0.38367658276125094,0.33423171455208067,0.2691000469993605
605397,2023-07-28,24,5,2,4,18,TEX,2023,0.2308,1,1,0,1,22.2,0.8,5.0,15.4,6.666666666666667,7.4,6.1,0.20833333333333334,0.3112128146453089,0.3345537757437071,0.2711870035210996
605397,2024-03-21,17,2,2,7,8,LAD,2024,0.2198,0,0,1,1,22.4,1.0,4.4,16.0,6.0,7.2,6.3,0.11764705882352941,0.2578502415458937,0.3240465293668955,0.27838397321806935
605397,2024-03-29,24,3,1,8,13,SF,2024,0.2471,0,0,1,0,21.2,1.2,5.2,13.8,4.333333333333333,5.4,5.7,0.125,0.19561665245808468,0.2519237672185579,0.25014867910042227
605397,2024-04-03,20,7,1,5,13,STL,2024,0.2228,1,0,1,0,22.2,1.4,6.2,14.0,3.3333333333333335,4.6,5.5,0.35,0.1503267973856209,0.2032395566922421,0.24264867910042226
605397,2024-04-09,21,5,3,5,12,CHC,2024,0.2326,1,0,1,1,21.6,1.4,6.2,13.4,4.0,4.6,6.1,0.23809523809523808,0.1975490196078431,0.21236999147485083,0.2733008530134657
605397,2024-04-15,24,3,4,7,13,MIL,2024,0.2429,0,0,1,1,21.2,1.8,5.8,12.8,5.0,4.4,5.9,0.125,0.23769841269841266,0.20781512605042013,0.2711844508970636
605397,2024-04-21,24,3,0,5,18,TOR,2024,0.2137,0,1,1,0,21.2,2.2,6.4,11.8,5.0,4.0,5.6,0.125,0.23769841269841266,0.1911484593837535,0.2575974943753245
605397,2024-04-26,21,4,2,8,11,PHI,2024,0.2354,0,0,1,1,22.6,1.8,6.0,13.8,3.6666666666666665,4.2,4.8,0.19047619047619047,0.16269841269841265,0.1926190476190476,0.22227140741880272
605397,2024-05-01,19,9,0,4,15,CIN,2024,0.2525,1,0,0,0,22.0,2.0,6.0,13.4,3.3333333333333335,4.4,4.5,0.47368421052631576,0.14682539682539678,0.20571428571428568,0.2044769212032639
605397,2024-05-21,15,3,2,3,9,CIN,2024,0.2525,0,0,0,1,21.8,1.8,5.8,13.8,5.333333333333333,4.8,4.7,0.2,0.2630534670008354,0.23045112781954885,0.2214105596471998
605397,2024-05-26,20,5,0,6,14,NYY,2024,0.2208,1,0,1,0,20.6,1.6,5.4,13.2,5.333333333333333,4.4,4.4,0.25,0.2880534670008354,0.22283208020050121,0.2153236031254607
605397,2024-08-12,17,1,1,2,13,PIT,2024,0.2573,0,0,0,0,19.8,0.8,5.2,13.4,5.666666666666667,4.8,4.4,0.058823529411764705,0.3078947368421052,0.24783208020050124,0.21949026979212735
605397,2024-08-18,16,6,2,3,10,COL,2024,0.2792,1,0,0,1,18.4,1.0,4.6,12.4,3.0,4.4,4.3,0.375,0.16960784313725485,0.23459678608285417,0.2136079168509509
605397,2024-08-23,22,9,0,1,21,NYM,2024,0.2336,1,1,0,0,17.4,1.0,3.6,12.2,4.0,4.8,4.6,0.4090909090909091,0.2279411764705882,0.27150154798761605,0.2386079168509509
605397,2024-08-28,24,3,1,7,16,STL,2024,0.2228,0,1,1,0,18.0,1.0,3.0,13.4,5.333333333333333,4.8,4.8,0.125,0.28097147950089124,0.2585828877005348,0.24451700776004176
605397,2024-09-02,23,8,2,3,18,DET,2024,0.2497,1,1,0,1,19.8,0.8,3.8,14.8,6.0,4.8,4.6,0.34782608695652173,0.303030303030303,0.24358288770053477,0.23320748395051796
605397,2024-09-08,22,7,1,8,13,SF,2024,0.2471,1,0,1,0,20.4,1.2,3.2,15.6,6.666666666666667,5.4,5.1,0.3181818181818182,0.29397233201581024,0.2631481050918391,0.2554900926461702
605397,2024-09-14,20,8,0,3,16,SF,2024,0.2471,1,1,0,0,21.4,1.2,4.4,15.6,6.0,6.6,5.5,0.4,0.26366930171277997,0.3150197628458498,0.27480827446435196
605397,2024-09-20,22,9,0,4,18,CWS,2024,0.2479,1,1,0,0,22.2,0.8,4.4,16.8,7.666666666666667,7.0,5.9,0.4090909090909091,0.3553359683794466,0.3200197628458498,0.29576065541673296
605397,2024-09-26,25,6,1,5,19,LAD,2024,0.2198,1,1,1,0,22.2,0.8,5.0,16.2,8.0,7.0,5.9,0.24,0.37575757575757573,0.32001976284584976,0.2893013252731923
605397,2024-10-02,12,4,0,1,11,ATL,2024,0.2513,0,0,0,0,22.4,0.8,4.6,16.8,7.666666666666667,7.6,6.2,0.3333333333333333,0.3496969696969697,0.34301976284584984,0.2933013252731923
605400,2023-04-11,25,6,0,9,16,MIA,2023,0.222,1,1,1,0,23.0,1.0,7.0,15.0,5.0,5.0,5.0,0.24,0.21739130434782608,0.21739130434782608,0.21739130434782608
605400,2023-04-16,24,4,3,5,16,CIN,2023,0.2485,0,1,1,1,24.0,0.5,8.0,15.5,5.5,5.5,5.5,0.16666666666666666,0.22869565217391302,0.22869565217391302,0.22869565217391302
605400,2023-04-21,23,3,3,4,16,COL,2023,0.2631,0,1,0,1,24.0,1.3333333333333333,7.0,15.666666666666666,5.0,5.0,5.0,0.13043478260869565,0.20801932367149756,0.20801932367149756,0.20801932367149756
605400,2023-04-28,26,6,0,3,23,HOU,2023,0.2043,1,1,0,0,23.75,1.75,6.25,15.75,4.333333333333333,4.5,4.5,0.23076923076923078,0.17903381642512076,0.1886231884057971,0.1886231884057971
605400,2023-05-03,27,5,0,7,19,LAD,2023,0.2208,1,1,1,0,24.2,1.4,5.6,17.2,4.333333333333333,4.8,4.8,0.18518518518518517,0.17595689334819772,0.19705239687848383,0.19705239687848383
605400,2023-05-09,23,6,2,5,16,TOR,2023,0.2174,1,1,1,1,25.0,1.2,5.6,18.0,4.666666666666667,4.8,4.833333333333333,0.2608695652173913,0.18212973285437054,0.19061117304595565,0.19507452826293406
605400,2023-05-14,27,4,1,6,20,COL,2023,0.2631,0,1,1,0,24.6,1.6,4.8,18.0,5.666666666666667,4.8,5.0,0.14814814814814814,0.22560799372393572,0.19478508608943393,0.20447381925642796
605400,2023-05-20,24,10,1,4,19,CHC,2023,0.2307,1,1,0,0,25.2,1.2,5.0,18.8,5.0,4.8,4.875,0.4166666666666667,0.19806763285024154,0.1910813823857302,0.19743311036789296
605400,2023-05-25,28,7,2,8,18,ATL,2023,0.2142,1,1,1,1,25.4,0.8,5.0,19.4,6.666666666666667,6.2,5.444444444444445,0.25,0.275228126677402,0.24832775919732444,0.22179239440109005
605400,2023-05-31,25,5,3,4,18,NYM,2023,0.2263,1,1,0,1,25.8,1.2,6.0,18.4,7.0,6.4,5.6,0.2,0.271604938271605,0.25217391304347825,0.22461315496098105
605400,2023-06-05,22,12,3,1,18,DET,2023,0.2503,1,1,0,1,25.4,1.8,5.4,18.2,7.333333333333333,6.4,5.6,0.5454545454545454,0.2888888888888889,0.25513687600644125,0.22287402452619842
605400,2023-06-10,28,7,2,7,19,LAD,2023,0.2208,1,1,1,1,25.2,2.0,4.6,18.6,8.0,7.6,6.2,0.25,0.3318181818181818,0.31205387205387203,0.25341947907165296
605400,2023-06-15,27,9,1,6,20,AZ,2023,0.214,1,1,1,0,25.4,2.2,4.8,18.4,8.0,8.2,6.5,0.3333333333333333,0.3318181818181818,0.3324242424242424,0.2617528124049863
605400,2023-06-22,22,5,2,2,18,ATL,2023,0.2142,1,1,0,1,26.0,2.2,5.2,18.6,9.333333333333334,8.0,7.1,0.22727272727272727,0.37626262626262624,0.31575757575757574,0.28204266747745005
605400,2023-06-28,22,4,3,7,12,CHC,2023,0.2307,0,0,1,1,24.8,2.2,4.0,18.6,7.0,7.6,7.0,0.18181818181818182,0.27020202020202017,0.31121212121212116,0.2816930171277997
605400,2023-07-04,28,12,1,5,22,TB,2023,0.2382,1,1,1,0,24.2,2.2,4.6,17.4,6.0,7.4,6.9,0.42857142857142855,0.2474747474747475,0.30757575757575756,0.2813563167910994
605400,2023-07-09,24,6,0,8,16,MIA,2023,0.222,1,1,1,0,25.4,1.8,5.4,18.2,7.0,7.4,7.5,0.25,0.2792207792207792,0.28419913419913423,0.29812650312650313
605400,2023-07-18,26,6,0,4,22,MIL,2023,0.2401,1,1,0,0,24.6,1.4,5.6,17.6,7.333333333333333,7.2,7.7,0.23076923076923078,0.28679653679653677,0.28419913419913423,0.3083116883116883
605400,2023-07-23,26,7,0,6,21,CLE,2023,0.1942,1,1,1,0,24.4,1.2,5.2,18.0,8.0,6.6,7.3,0.2692307692307692,0.3031135531135531,0.2636863136863137,0.2897219447219447
605400,2023-07-29,25,6,3,9,14,PIT,2023,0.2464,1,0,1,1,25.2,0.8,6.0,18.6,6.333333333333333,7.0,7.3,0.24,0.25,0.2720779220779221,0.2916450216450216
605400,2023-08-04,24,8,1,8,15,KC,2023,0.2392,1,0,1,0,25.8,0.8,6.4,19.0,6.333333333333333,7.4,7.4,0.3333333333333333,0.24666666666666667,0.2837142857142857,0.2956450216450216
605400,2023-08-10,21,6,1,5,15,WSH,2023,0.1951,1,0,1,0,25.0,0.8,7.0,17.6,7.0,6.6,7.0,0.2857142857142857,0.2808547008547008,0.26466666666666666,0.2744329004329004
605400,2023-08-16,22,7,4,4,15,TOR,2023,0.2174,1,0,0,1,24.4,1.0,6.4,17.4,6.666666666666667,6.6,6.9,0.3181818181818182,0.2863492063492063,0.27180952380952383,0.278004329004329
605400,2023-08-21,24,5,1,7,16,SF,2023,0.2516,1,1,1,0,23.6,1.8,6.4,16.0,7.0,6.8,6.7,0.20833333333333334,0.3124098124098124,0.2892920412920413,0.2764891774891775
605400,2023-08-27,22,9,1,1,20,STL,2023,0.2213,1,1,0,0,23.2,2.0,6.6,15.0,6.0,6.4,6.7,0.4090909090909091,0.27074314574314573,0.2771125541125541,0.27459523809523806
605400,2023-09-02,23,5,3,8,12,MIL,2023,0.2401,1,0,1,1,22.6,1.6,5.0,16.2,7.0,7.0,7.2,0.21739130434782608,0.31186868686868685,0.31093073593073595,0.2973225108225108
605400,2023-09-09,18,6,0,7,11,MIA,2023,0.222,1,0,1,0,22.4,2.0,5.0,15.6,6.333333333333333,6.4,6.5,0.3333333333333333,0.27827184892402285,0.2877423301336345,0.27620449840015054
605400,2023-09-15,20,1,1,7,12,STL,2023,0.2213,0,0,1,0,21.8,1.8,5.4,14.8,6.666666666666667,6.4,6.5,0.05,0.3199385155906895,0.297266139657444,0.28453783173348385
605400,2023-09-20,24,8,0,6,18,ATL,2023,0.2142,1,1,1,0,21.4,1.2,6.0,14.2,4.0,5.2,6.0,0.3333333333333333,0.2002415458937198,0.24362977602108038,0.26646090865656086
605400,2023-09-26,22,8,0,4,18,PIT,2023,0.2464,1,1,0,0,21.4,1.0,5.8,14.6,5.0,5.8,6.1,0.36363636363636365,0.2388888888888889,0.2686297760210804,0.27287116506681725
605400,2023-10-04,21,3,1,3,16,MIA,2023,0.222,0,1,0,0,21.4,0.8,6.4,14.2,5.666666666666667,5.6,6.3,0.14285714285714285,0.24898989898989898,0.25953886693017125,0.2852348014304536
605400,2023-10-11,24,9,1,6,17,ATL,2023,0.2142,1,1,1,0,21.0,0.4,5.4,15.0,6.333333333333333,5.2,5.8,0.375,0.27994227994227994,0.24463203463203462,0.2661871823828345
605400,2023-10-17,21,7,0,3,18,AZ,2023,0.214,1,1,0,0,22.2,0.6,5.2,16.2,6.666666666666667,5.8,6.1,0.3333333333333333,0.29383116883116883,0.25296536796536795,0.27511575381140596
605400,2023-10-23,19,4,2,6,11,AZ,2023,0.214,0,0,1,1,22.4,0.4,4.4,17.4,6.333333333333333,7.0,6.1,0.21052631578947367,0.2837301587301587,0.3096320346320346,0.27663090532655754
605400,2024-03-24,20,4,1,2,17,TOR,2024,0.2137,0,1,0,0,21.4,0.8,4.4,16.0,6.666666666666667,6.2,6.0,0.2,0.30628654970760233,0.2850706311232627,0.2768502035721715
605400,2024-03-30,22,3,1,11,10,ATL,2024,0.2513,0,0,1,0,21.0,1.0,4.0,15.8,5.0,5.4,5.5,0.13636363636363635,0.24795321637426895,0.2523433583959899,0.2559411126630806
605400,2024-04-05,22,4,4,2,16,WSH,2024,0.209,0,1,0,1,21.2,1.0,5.6,14.6,3.6666666666666665,5.4,5.3,0.18181818181818182,0.18229665071770337,0.2510446570972887,0.24783834586466164
605400,2024-04-10,22,3,3,3,16,STL,2024,0.2228,0,1,0,1,20.8,1.6,4.8,14.4,3.6666666666666665,4.4,5.1,0.13636363636363635,0.17272727272727273,0.212408293460925,0.2326868307131465
605400,2024-04-15,27,9,1,4,22,COL,2024,0.2792,1,1,0,0,21.0,2.2,4.8,14.0,3.3333333333333335,3.6,5.3,0.3333333333333333,0.15151515151515152,0.17301435406698565,0.24132319434951013
605400,2024-04-21,29,7,1,4,24,CWS,2024,0.2479,1,1,0,0,22.6,2.0,4.4,16.2,5.333333333333333,4.6,5.4,0.2413793103448276,0.21717171717171715,0.19757575757575757,0.24132319434951016
605400,2024-04-26,32,10,1,7,24,SD,2024,0.1824,1,1,1,0,24.4,2.0,4.8,17.6,6.333333333333333,5.2,5.3,0.3125,0.2370254266805991,0.2058516196447231,0.22909748902035654
605400,2024-05-03,18,4,4,4,10,SF,2024,0.2471,0,0,0,1,26.4,2.0,4.0,20.4,8.666666666666666,6.6,6.0,0.2222222222222222,0.2957375478927203,0.2410788923719958,0.24606177473464225
605400,2024-05-08,26,7,0,9,17,TOR,2024,0.2137,1,1,1,0,25.6,2.0,4.4,19.2,7.0,6.6,5.5,0.2692307692307692,0.2587005108556833,0.2491597004528039,0.2307839969568645
605400,2024-05-14,29,8,0,4,25,NYM,2024,0.2336,1,1,0,0,26.4,1.4,5.6,19.4,7.0,7.4,5.5,0.27586206896551724,0.2679843304843305,0.2757331270262305,0.22437374054660805
605400,2024-05-19,25,5,3,2,20,WSH,2024,0.209,1,1,0,1,26.8,1.2,5.6,20.0,6.333333333333333,7.2,5.9,0.2,0.2557716868061695,0.2642388741526672,0.23090731586421245
605400,2024-05-25,24,5,2,5,17,COL,2024,0.2792,1,1,1,1,26.0,1.6,5.2,19.2,6.666666666666667,6.8,6.0,0.20833333333333334,0.24836427939876216,0.2559630120837017,0.2309073158642124
605400,2024-05-31,24,6,2,3,19,STL,2024,0.2228,1,1,0,1,24.4,1.8,4.8,17.8,6.0,5.8,6.2,0.25,0.22806513409961685,0.23512967875036841,0.23810428556118213
605400,2024-06-05,22,5,0,2,20,MIL,2024,0.2429,1,1,0,0,25.6,1.4,4.6,19.6,5.333333333333333,6.2,6.4,0.22727272727272727,0.21944444444444444,0.24068523430592395,0.2449224673793639
605400,2024-06-13,22,2,2,11,9,BOS,2024,0.2601,0,0,1,1,24.8,1.4,3.2,20.2,5.333333333333333,5.8,6.6,0.09090909090909091,0.2285353535353535,0.23229362591431557,0.254013376470273
605400,2024-06-18,22,6,1,4,18,SD,2024,0.1824,1,1,0,0,23.4,1.8,4.6,17.0,4.333333333333333,4.6,5.9,0.2727272727272727,0.18939393939393936,0.19530303030303028,0.22977095222784877
605400,2024-06-24,25,6,0,6,18,DET,2024,0.2497,1,1,1,0,22.8,1.4,5.0,16.6,4.333333333333333,4.8,5.8,0.24,0.19696969696969693,0.20984848484848487,0.2329057484660933
605400,2024-06-29,26,9,0,6,20,MIA,2024,0.2423,1,1,1,0,23.0,1.0,5.2,16.8,4.666666666666667,5.0,5.4,0.34615384615384615,0.20121212121212118,0.21618181818181817,0.22565574846609326
605400,2024-07-05,23,8,0,5,18,ATL,2024,0.2513,1,1,1,0,23.4,0.6,5.8,17.0,7.0,5.6,5.9,0.34782608695652173,0.28629370629370626,0.23541258741258736,0.23804891085925567
605400,2024-07-11,24,9,2,4,18,LAD,2024,0.2198,1,1,0,1,23.6,0.6,6.4,16.6,7.666666666666667,6.2,6.0,0.375,0.3113266443701226,0.2595232593493463,0.24590844263183093
605400,2024-07-19,22,4,1,6,15,PIT,2024,0.2573,0,0,1,0,24.0,0.6,5.0,18.4,8.666666666666666,7.6,6.1,0.18181818181818182,0.35632664437012257,0.3163414411675281,0.2558222357352792
605400,2024-07-24,25,6,3,6,16,MIN,2024,0.2228,1,1,1,1,24.0,0.6,5.4,17.8,7.0,7.2,6.0,0.24,0.3015480895915678,0.2981596229857099,0.2540040539170974
605400,2024-07-30,27,4,3,7,17,NYY,2024,0.2208,0,1,1,1,24.0,1.2,5.4,17.4,6.333333333333333,7.2,6.1,0.14814814814814814,0.26560606060606057,0.2981596229857099,0.25717072058376406
605400,2024-08-05,22,4,0,8,14,LAD,2024,0.2198,0,0,1,0,24.2,1.8,5.6,16.8,4.666666666666667,6.2,5.9,0.18181818181818182,0.1899887766554433,0.2585584833845703,0.24698553539857887
605400,2024-08-10,24,4,3,9,12,AZ,2024,0.2094,0,0,1,1,24.0,1.8,6.2,16.0,4.666666666666667,5.4,5.8,0.16666666666666666,0.1899887766554433,0.22535690235690237,0.24244008085312432
605400,2024-08-16,26,4,2,7,16,WSH,2024,0.209,0,1,1,1,24.0,2.0,7.2,14.8,4.0,4.4,6.0,0.15384615384615385,0.16554433221099885,0.18369023569023568,0.25001583842888186
605400,2024-08-21,26,5,2,8,16,ATL,2024,0.2513,1,1,1,1,24.8,2.2,7.4,15.0,4.0,4.4,5.8,0.19230769230769232,0.16744366744366743,0.17809583009583008,0.23812772654077002
605400,2024-08-27,26,6,1,4,21,HOU,2024,0.204,1,1,0,0,25.0,2.0,7.8,15.0,4.333333333333333,4.2,5.7,0.23076923076923078,0.17094017094017092,0.16855736855736855,0.23335849577153925
605400,2024-09-01,23,9,1,4,18,ATL,2024,0.2513,1,1,0,0,24.8,1.6,7.2,15.8,5.0,4.6,5.4,0.391304347826087,0.1923076923076923,0.1850815850815851,0.22182003423307775
605400,2024-09-07,25,5,2,9,14,MIA,2024,0.2423,1,0,1,1,25.0,1.8,6.4,16.6,6.666666666666667,5.6,5.5,0.2,0.2714604236343367,0.2269788182831661,0.22616786032003425
605400,2024-09-13,21,7,2,6,13,NYM,2024,0.2336,1,0,1,1,25.2,1.6,6.4,17.0,6.666666666666667,5.8,5.1,0.3333333333333333,0.27402452619843926,0.23364548494983278,0.2086678603200342
605400,2024-09-18,25,9,1,3,21,MIL,2024,0.2429,1,1,0,0,24.2,1.6,6.2,16.4,7.0,6.4,5.4,0.36,0.30821256038647343,0.26954292084726866,0.2238193754715494
605400,2024-09-23,26,7,2,7,17,CHC,2024,0.2326,1,1,1,1,24.0,1.4,5.2,17.4,7.0,7.2,5.7,0.2692307692307692,0.29777777777777775,0.30308138238573024,0.2358193754715494
605400,2024-09-29,23,7,0,9,14,WSH,2024,0.209,1,0,1,0,24.0,1.6,5.8,16.6,7.666666666666667,7.4,6.0,0.30434782608695654,0.32085470085470086,0.3107736900780379,0.24792763757981148
605400,2024-10-08,22,8,2,5,15,NYM,2024,0.2336,1,0,1,1,24.0,1.4,6.8,15.8,7.666666666666667,7.0,6.3,0.36363636363636365,0.3111928651059086,0.2933823857302118,0.26018060200668897
605400,2025-03-17,19,5,3,3,13,TOR,2025,0.1858,1,0,0,1,23.4,1.4,6.0,16.0,7.333333333333333,7.6,6.7,0.2631578947368421,0.31240498631802976,0.3261096584574846,0.2798775717036587
605400,2025-03-23,18,4,2,3,13,DET,2025,0.2442,0,0,0,1,23.0,1.6,5.4,16.0,6.666666666666667,7.2,6.8,0.2222222222222222,0.3103806948200541,0.31207457073818634,0.2908087457927275
605400,2025-03-30,23,8,0,6,16,WSH,2025,0.2335,1,1,1,0,21.6,1.8,5.4,14.4,5.666666666666667,6.2,6.7,0.34782608695652173,0.2830054935318093,0.28451901518263073,0.29380019878418046
605400,2025-04-05,24,2,1,7,16,LAD,2025,0.2254,0,1,1,0,21.0,1.4,5.2,14.2,5.666666666666667,6.4,6.9,0.08333333333333333,0.2777354013051953,0.30023807872778124,0.3055058844029096
605400,2025-04-11,24,7,4,5,15,STL,2025,0.2245,1,0,1,1,21.2,1.6,4.8,14.6,4.666666666666667,5.4,6.2,0.2916666666666667,0.21779388083735907,0.2560351801770566,0.2747087829536342
605400,2025-04-16,28,8,4,9,15,SF,2025,0.2353,1,0,1,1,21.6,2.0,4.8,14.6,5.666666666666667,5.2,6.4,0.2857142857142857,0.24094202898550723,0.24164124078311722,0.28387544962030087
605400,2025-04-21,25,6,2,7,17,NYM,2025,0.2233,1,1,1,1,23.4,2.2,6.0,15.0,5.666666666666667,5.8,6.5,0.24,0.2202380952380952,0.24615251897860593,0.2791135448583961
605400,2025-04-27,24,6,1,3,21,CHC,2025,0.2157,1,1,0,0,24.8,2.2,6.8,15.8,7.0,6.2,6.2,0.25,0.27246031746031746,0.24970807453416147,0.2671135448583961
605400,2025-05-03,22,8,1,4,16,AZ,2025,0.217,1,1,0,0,25.0,2.4,6.2,16.8,6.666666666666667,5.8,6.1,0.36363636363636365,0.2585714285714285,0.23014285714285712,0.2651904679353192
605400,2025-05-09,23,5,2,6,14,CLE,2025,0.2349,1,0,1,1,24.6,2.4,5.6,16.8,6.666666666666667,7.0,6.2,0.21739130434782608,0.2845454545454545,0.28620346320346324,0.2711193216902599
605400,2025-05-14,24,2,1,12,11,STL,2025,0.2245,0,0,1,0,24.4,2.0,5.8,16.6,6.333333333333333,6.6,5.9,0.08333333333333333,0.27700922266139655,0.2713483907396951,0.25649481576140615
605400,2025-08-17,15,4,1,7,7,WSH,2025,0.2335,0,0,1,0,23.6,1.4,6.4,15.8,5.0,5.4,5.6,0.26666666666666666,0.221453667105841,0.23087220026350463,0.23851235962105527
605400,2025-08-23,23,6,1,5,17,WSH,2025,0.2335,1,1,1,0,21.6,1.2,6.4,13.8,3.6666666666666665,5.0,5.6,0.2608695652173913,0.1891304347826087,0.23620553359683796,0.24295680406549974
605400,2025-08-28,22,4,3,4,15,ATL,2025,0.2294,0,0,0,1,21.4,1.2,6.8,13.0,4.0,5.0,5.4,0.18181818181818182,0.20362318840579707,0.23837944664031624,0.23426115189158664
605400,2025-09-03,24,6,2,6,15,MIL,2025,0.2102,1,0,1,1,21.4,1.6,6.8,12.8,4.666666666666667,4.2,5.6,0.25,0.23645147123407992,0.2020158102766798,0.24410963674007152
605400,2025-09-08,22,7,2,3,17,NYM,2025,0.2233,1,1,0,1,21.6,1.6,6.8,13.0,5.333333333333333,4.4,5.5,0.3181818181818182,0.23089591567852433,0.2085375494071146,0.23994297007340487
605400,2025-09-14,25,5,1,6,18,KC,2025,0.1879,1,1,1,0,21.2,1.8,5.0,14.2,5.666666666666667,5.4,5.4,0.2,0.25,0.2555072463768116,0.2431897233201581
605400,2025-09-20,23,4,2,7,14,AZ,2025,0.217,0,0,1,1,23.2,1.8,4.8,16.4,6.0,5.6,5.3,0.17391304347826086,0.25606060606060604,0.24217391304347827,0.2391897233201581
605400,2025-09-26,26,9,0,2,24,MIN,2025,0.2335,1,1,0,0,23.2,2.0,5.2,15.8,5.333333333333333,5.2,5.1,0.34615384615384615,0.2306982872200263,0.2247826086956522,0.23158102766798416
605452,2024-04-03,18,3,5,2,11,MIN,2024,0.2228,0,0,0,1,18.0,1.0,2.0,15.0,8.0,8.0,8.0,0.16666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444
605452,2024-04-09,25,7,1,5,19,CIN,2024,0.2525,1,1,1,0,18.0,3.0,2.0,13.0,5.5,5.5,5.5,0.28,0.3055555555555555,0.3055555555555555,0.3055555555555555
605452,2024-04-15,25,4,2,9,14,SD,2024,0.1824,0,0,1,1,20.333333333333332,2.3333333333333335,3.0,15.0,6.0,6.0,6.0,0.16,0.29703703703703704,0.29703703703703704,0.29703703703703704
605452,2024-04-22,20,4,1,6,13,PIT,2024,0.2573,0,0,1,0,21.5,2.25,4.5,14.75,4.666666666666667,5.5,5.5,0.2,0.20222222222222222,0.2627777777777778,0.2627777777777778
605452,2024-04-27,27,5,3,8,15,NYY,2024,0.2208,1,0,1,1,21.2,2.0,4.8,14.4,5.0,5.2,5.2,0.18518518518518517,0.21333333333333335,0.25022222222222223,0.25022222222222223
605452,2024-05-03,23,4,0,6,17,CHC,2024,0.2326,0,1,1,0,23.0,2.4,6.0,14.4,4.333333333333333,4.6,5.166666666666667,0.17391304347826086,0.18172839506172841,0.19837037037037036,0.2393827160493827
605452,2024-05-08,20,2,2,3,15,KC,2024,0.2045,0,0,0,1,24.0,1.4,6.8,15.6,4.333333333333333,4.8,5.0,0.1,0.18636607622114867,0.19981964573268923,0.2300299056820796
605452,2024-05-14,17,6,1,2,14,PIT,2024,0.2573,1,0,0,0,23.0,1.6,6.4,14.8,3.6666666666666665,3.8,4.625,0.35294117647058826,0.15303274288781535,0.1638196457326892,0.21377616747181966
605452,2024-07-30,23,4,2,8,13,ATL,2024,0.2513,0,0,1,1,21.4,1.4,5.0,14.8,4.0,4.2,4.777777777777778,0.17391304347826086,0.2089514066496164,0.20240788102680685,0.22923894624946062
605452,2024-09-08,12,1,0,3,9,COL,2024,0.2792,0,0,0,0,22.0,1.6,5.4,14.8,4.0,4.2,4.7,0.08333333333333333,0.2089514066496164,0.19719048972245906,0.22370635597234062
605452,2025-06-21,12,1,0,4,8,NYM,2025,0.2233,0,0,0,0,19.0,1.0,4.4,13.6,3.6666666666666665,3.4,4.0,0.08333333333333333,0.2033958510940608,0.17682011935208866,0.18759524486122953
605483,2023-04-12,24,5,5,6,13,NYM,2023,0.2263,1,0,1,1,19.0,4.0,6.0,9.0,2.0,2.0,2.0,0.20833333333333334,0.10526315789473684,0.10526315789473684,0.10526315789473684
605483,2023-04-18,19,5,3,3,13,ATL,2023,0.2142,1,0,0,1,21.5,4.5,6.0,11.0,3.5,3.5,3.5,0.2631578947368421,0.1567982456140351,0.1567982456140351,0.1567982456140351
605483,2023-04-25,22,5,5,4,13,CHC,2023,0.2307,1,0,0,1,20.666666666666668,4.0,5.0,11.666666666666666,4.0,4.0,4.0,0.22727272727272727,0.1922514619883041,0.1922514619883041,0.1922514619883041
605483,2023-05-01,26,7,0,8,18,CIN,2023,0.2485,1,1,1,0,21.0,4.25,4.75,12.0,5.0,4.25,4.25,0.2692307692307692,0.23292131844763422,0.20100677830940988,0.20100677830940988
605483,2023-05-06,22,6,3,1,18,LAD,2023,0.2208,1,1,0,1,22.0,3.4,5.4,13.2,5.666666666666667,4.8,4.8,0.2727272727272727,0.2532204637467795,0.21465157649368174,0.21465157649368174
605483,2023-05-12,24,4,4,4,16,LAD,2023,0.2208,0,1,0,1,22.6,3.2,4.4,15.0,6.0,5.6,5.0,0.16666666666666666,0.2564102564102564,0.24814439946018893,0.22433085919928022
605483,2023-05-19,19,5,2,5,12,BOS,2023,0.2298,1,0,1,1,22.6,3.0,4.0,15.6,5.666666666666667,5.4,4.857142857142857,0.2631578947368421,0.23620823620823617,0.2398110661268556,0.21609311740890688
